Time (s),Red,IR
42.66,3090483,3096923
42.70,3090548,3097100
42.74,3090620,3097291
42.76,3090672,3097427
42.80,3090722,3097557
42.84,3090784,3097692
42.88,3090856,3097875
42.91,3090930,3098005
42.96,3090926,3098066
43.00,3090727,3097601
43.04,3090370,3096712
43.08,3090055,3095929
43.12,3089915,3095553
43.17,3089885,3095519
43.21,3089978,3095737
43.25,3090082,3095978
43.29,3090116,3096050
43.33,3090132,3096060
43.39,3090225,3096258
43.43,3090297,3096466
43.47,3090389,3096664
43.51,3090477,3096859
43.55,3090530,3097010
43.61,3090572,3097138
43.65,3090614,3097234
43.69,3090666,3097386
43.73,3090745,3097553
43.77,3090788,3097715
43.81,3090798,3097765
43.85,3090661,3097406
43.89,3090331,3096608
43.93,3090027,3095868
43.97,3089885,3095518
44.03,3089885,3095494
44.07,3090000,3095731
44.11,3090078,3095954
44.15,3090112,3096007
44.19,3090114,3096016
44.23,3090150,3096068
44.24,3090204,3096205
44.28,3090266,3096405
44.32,3090363,3096608
44.36,3090465,3096821
44.40,3090519,3096972
44.44,3090569,3097085
44.48,3090608,3097205
44.52,3090679,3097360
44.56,3090759,3097484
44.60,3090807,3097660
44.66,3090805,3097685
44.70,3090595,3097172
44.74,3090255,3096341
44.78,3090000,3095661
44.82,3089894,3095383
44.86,3089897,3095382
44.88,3090019,3095650
