Time (ms),Estimated HR (Hz),Estimated HR (bpm),Time to next peak (ms),Heart rate pulse interval (ms),Red LED ADC,IR LED ADC,Filtered,ZeroCross
206122,1.18893,71,550,841,1146632,1144005,49.8242,0
206142,1.18893,71,530,841,1145964,1143577,157.716,0
206182,1.18893,71,490,841,1145836,1143544,128.12,0
206222,1.18893,71,450,841,1147158,1144614,59.7539,0
206262,1.18893,71,410,841,1146745,1144067,111.667,0
206302,1.18893,71,370,841,1146119,1143379,178.899,0
206343,1.18893,71,329,841,1145736,1143011,93.2081,0
206383,1.28893,77,581,775,1147090,1144001,-45.4423,1
206423,1.28893,77,541,775,1147169,1144156,-24.3999,0
206463,1.28893,77,501,775,1145985,1143345,73.3523,0
206503,1.18893,71,630,841,1145339,1142986,-10.2536,1
206564,1.18893,71,569,841,1145736,1143356,-268.772,0
206604,1.18893,71,529,841,1146603,1144061,-437.683,0
206644,1.18893,71,489,841,1146449,1143998,-360.371,0
206684,1.18893,71,449,841,1145835,1143613,-174.383,0
206724,1.18893,71,409,841,1145758,1143631,-71.8678,0
206764,1.18893,71,369,841,1147160,1144746,4.71828,0
206784,1.18893,71,349,841,1147192,1144542,206.006,0
206824,1.18893,71,309,841,1146640,1143962,432.389,0
206864,1.18893,71,269,841,1146052,1143374,463.366,0
206904,1.18893,71,229,841,1146857,1143915,306.826,0
206944,1.18893,71,189,841,1147092,1144176,166.44,0
207005,1.18893,71,128,841,1146634,1143904,109.848,0
207045,1.18893,71,88,841,1146266,1143698,32.5846,0
207085,1.28893,77,581,775,1145663,1143348,-142.194,1
207125,1.28893,77,541,775,1146131,1143750,-359.717,0
207165,1.28893,77,501,775,1146202,1143881,-474.637,0
207205,1.28893,77,461,775,1145421,1143362,-478.722,0
207225,1.28893,77,441,775,1145116,1143207,-495.081,0
207265,1.28893,77,401,775,1145786,1143795,-505.869,0
207305,1.28893,77,361,775,1145914,1143736,-391.06,0
207345,1.28893,77,321,775,1144948,1142826,-214.179,0
207385,1.28893,77,281,775,1144185,1142100,-178.599,0
207446,1.28893,77,220,775,1145428,1142958,-247.795,0
207486,1.28893,77,180,775,1145942,1143373,-160.834,0
207526,1.28893,77,140,775,1146208,1143623,154.102,0
207566,1.28893,77,100,775,1145932,1143476,520.444,0
207606,1.28893,77,60,775,1145243,1143058,709.468,0
207667,1.28893,77,774,775,1145105,1143094,617.018,0
207707,1.28893,77,734,775,1144379,1142598,306.055,0
207747,1.29283,77,579,773,1143598,1142141,-134.529,1
207787,1.29283,77,539,773,1144194,1142686,-546.539,0
207827,1.29283,77,499,773,1146587,1144379,-581.213,0
207867,1.29283,77,459,773,1145668,1143428,-120.512,0
207907,1.29283,77,419,773,1145319,1143050,432.168,0
207947,1.29283,77,379,773,1146066,1143535,757.355,0
207987,1.29283,77,339,773,1146828,1144107,922.349,0
208027,1.29283,77,299,773,1145567,1143230,943.939,0
