Time (s),Red,IR
92.707,2812484,3101768
92.747,2812454,3101784
92.787,2812484,3101886
92.827,2812535,3102049
92.867,2812575,3102169
92.914,2812590,3102217
92.954,2812610,3102270
92.994,2812634,3102336
93.034,2812654,3102432
93.074,2812618,3102338
93.114,2812469,3101860
93.115,2812334,3101491
93.155,2812300,3101379
93.195,2812309,3101366
93.235,2812352,3101506
93.275,2812412,3101677
93.322,2812427,3101785
93.362,2812461,3101850
93.402,2812493,3101907
93.442,2812501,3101968
93.482,2812526,3102042
93.529,2812542,3102138
93.569,2812554,3102200
93.609,2812593,3102281
93.649,2812592,3102268
93.689,2812535,3102070
93.731,2812317,3101366
93.771,2812089,3100697
93.811,2811995,3100426
93.851,2812000,3100446
93.891,2812051,3100733
93.934,2812158,3101140
93.974,2812264,3101465
94.014,2812317,3101610
94.054,2812338,3101626
94.094,2812347,3101647
94.135,2812356,3101632
94.175,2812353,3101619
94.215,2812346,3101626
94.255,2812367,3101730
94.295,2812385,3101869
94.34,2812372,3101870
94.38,2812269,3101445
94.42,2812134,3101101
94.46,2812094,3100999
94.5,2812098,3100999
94.545,2812138,3101142
94.585,2812215,3101345
94.625,2812282,3101493
94.665,2812290,3101512
94.705,2812283,3101501
94.745,2812276,3101508
94.751,2812282,3101505
94.791,2812292,3101523
94.831,2812292,3101586
94.871,2812296,3101638
94.911,2812314,3101684
94.956,2812256,3101486
94.996,2811917,3100459
95.036,2811645,3099621
95.076,2811550,3099335
95.116,2811540,3099297
95.156,2811613,3099517
95.196,2811689,3099800
95.236,2811781,3100088
95.276,2811846,3100273
95.316,2811893,3100444
95.359,2811968,3100644
95.399,2812028,3100860
95.439,2812094,3101066
95.479,2812156,3101251
95.519,2812214,3101394
95.562,2812238,3101455
95.602,2812271,3101512
95.642,2812275,3101474
95.682,2812052,3100802
95.722,2811738,3099952
95.764,2811618,3099670
95.804,2811641,3099713
95.844,2811692,3099920
95.884,2811799,3100243
95.924,2811897,3100496
95.97,2811946,3100603
96.01,2811950,3100599
96.05,2811970,3100672
96.09,2811992,3100752
96.13,2812017,3100888
96.173,2812072,3101055
96.213,2812116,3101168
96.253,2812150,3101272
96.293,2812172,3101369
96.333,2812213,3101471
96.38,2812222,3101500
96.42,2812042,3100920
96.46,2811666,3099867
96.5,2811484,3099340
96.54,2811459,3099231
96.58,2811508,3099367
96.583,2811581,3099622
96.623,2811684,3099922
96.663,2811758,3100101
96.703,2811776,3100181
96.743,2811801,3100290
96.788,2811870,3100466
